"{0.01, 2.316036251670539*^-12}","{0.02, 6.057944299531215*^-7}","{0.03, 0.000043061282606893236}","{0.04, 0.00037850853869514367}","{0.05, 0.0014258337249216657}","{0.060000000000000005, 0.0035051545579745103}","{0.06999999999999999, 0.006745598648757123}","{0.08, 0.011134564622838572}","{0.09, 0.01658378807148031}","{0.09999999999999999, 0.022973093674816703}","{0.11, 0.03017371040032446}","{0.12, 0.038059516437481955}","{0.13, 0.04651212133882321}","{0.14, 0.05542295106423367}","{0.15000000000000002, 0.06469387132993498}","{0.16, 0.07423707786504907}","{0.17, 0.08397461067209155}","{0.18000000000000002, 0.09383767964014533}","{0.19, 0.10376590743890579}","{0.2, 0.11370655276263453}","{0.21000000000000002, 0.1236137519516034}","{0.22, 0.13344780119419986}","{0.23, 0.14317449113049818}","{0.24000000000000002, 0.15276449885072518}","{0.25, 0.16219283789722616}","{0.26, 0.17143836419090164}","{0.27, 0.18048333428086893}","{0.28, 0.18931301157480407}","{0.29000000000000004, 0.1979153159715913}","{0.3, 0.20628051239447154}","{0.31, 0.21440093397953752}","{0.32, 0.22227073602315361}","{0.33, 0.22988567717602104}","{0.34, 0.23724292475615671}","{0.35000000000000003, 0.24434088141768884}","{0.36000000000000004, 0.25117903074656855}","{0.37, 0.25775779965362855}","{0.38, 0.2640784356993944}","{0.39, 0.27014289771542543}","{0.4, 0.2759537582865398}","{0.41000000000000003, 0.2815141168305778}","{0.42000000000000004, 0.2868275221607568}","{0.43, 0.2918979035436027}","{0.44, 0.29672950937584275}","{0.45, 0.30132685269926174}","{0.46, 0.30569466285565206}","{0.47000000000000003, 0.30983784265658765}","{0.48000000000000004, 0.3137614305065074}","{0.49, 0.3174705669738467}","{0.5, 0.32097046535487084}","{0.51, 0.32426638581935396}","{0.52, 0.32736361276709003}","{0.53, 0.33026743506001655}","{0.54, 0.3329831288270544}","{0.55, 0.33551594256794315}","{0.56, 0.33787108430883495}","{0.5700000000000001, 0.34005371058641765}","{0.5800000000000001, 0.3420689170591652}","{0.59, 0.343921730564145}","{0.6, 0.3456171024558511}","{0.61, 0.3471599030799307}","{0.62, 0.34855491724956245}","{0.63, 0.3498068406057936}","{0.64, 0.35092027675540394}","{0.65, 0.35189973509102124}","{0.66, 0.3527496292082696}","{0.67, 0.35347427584388325}","{0.68, 0.3540778942669338}","{0.6900000000000001, 0.35456460606278006}","{0.7000000000000001, 0.3549384352560411}","{0.7100000000000001, 0.35520330872493266}","{0.72, 0.35536305686474506}","{0.73, 0.3554214144630869}","{0.74, 0.3553820217539265}","{0.75, 0.3552484256213426}","{0.76, 0.35502408092741866}","{0.77, 0.35471235194183304}","{0.78, 0.354316513853489}","{0.79, 0.3538397543470186}","{0.8, 0.3532851752292005}","{0.81, 0.3526557940922989}","{0.8200000000000001, 0.3519545460030829}","{0.8300000000000001, 0.3511842852078155}","{0.8400000000000001, 0.3503477868448845}","{0.85, 0.34944774865794237}","{0.86, 0.3484867927035001}","{0.87, 0.3474674670478428}","{0.88, 0.3463922474489725}","{0.89, 0.34526353901999735}","{0.9, 0.3440836778710208}","{0.91, 0.3428549327271363}","{0.92, 0.34157950652061564}","{0.93, 0.3402595379557903}","{0.9400000000000001, 0.3388971030454912}","{0.9500000000000001, 0.33749421661822127}","{0.9600000000000001, 0.3360528337954999}","{0.97, 0.3345748514390552}","{0.98, 0.33306210956771526}","{0.99, 0.33151639274403966}","{1., 0.3299394314308439}","{1., 0.3299394314308439}","{1.1, 0.3127959611766286}","{1.2, 0.2940773323912731}","{1.3, 0.27480377522305066}","{1.4, 0.2556842545387754}","{1.5, 0.2371909660872517}","{1.6, 0.21961932568309728}","{1.7000000000000002, 0.20313582363492266}","{1.8, 0.1878155286804239}","{1.9, 0.1736708225189646}","{2., 0.1606728745784039}","{2.1, 0.14876728344979412}","{2.2, 0.13788517270490838}","{2.3, 0.12795084522425837}","{2.4000000000000004, 0.11888689947082323}","{2.5, 0.11061751824884566}","{2.6, 0.10307047081149645}","{2.7, 0.09617822907821705}","{2.8, 0.08987848829024239}","{2.9000000000000004, 0.08411429837786435}","{3., 0.07883395003238666}","{3.1, 0.07399071429673015}","{3.2, 0.06954250227583827}","{3.3000000000000003, 0.06545148893441236}","{3.4000000000000004, 0.06168372925527807}","{3.5, 0.05820878428793935}","{3.6, 0.054999367361022705}","{3.7, 0.05203101590789147}","{3.8000000000000003, 0.04928179120885087}","{3.9000000000000004, 0.04673200635533581}","{4., 0.044363981520315565}","{4.1, 0.042161824917602564}","{4.2, 0.04011123747360679}","{4.300000000000001, 0.038199339097183954}","{4.4, 0.03641451443434396}","{4.5, 0.03474627607947395}","{4.6, 0.03318514334661285}","{4.7, 0.03172253485917684}","{4.800000000000001, 0.030350673378935877}","{4.9, 0.02906250145540043}","{5., 0.027851606629418366}"
"{0.01, 2.6634250360757505*^-13}","{0.02, 7.333611051763*^-8}","{0.03, 5.431066580574573*^-6}","{0.04, 0.000049166020960833556}","{0.05, 0.0001892945207634389}","{0.060000000000000005, 0.00047352976276293646}","{0.06999999999999999, 0.0009250675216490034}","{0.08, 0.0015479590500989682}","{0.09, 0.0023355462312913966}","{0.09999999999999999, 0.003276240461118851}","{0.11, 0.0043566685872360456}","{0.12, 0.005563235584974513}","{0.13, 0.006882871866493168}","{0.14, 0.008303378420122631}","{0.15000000000000002, 0.009813569690863111}","{0.16, 0.011403309396637695}","{0.17, 0.013063486946486957}","{0.18000000000000002, 0.014785960615242844}","{0.19, 0.01656348319256573}","{0.2, 0.01838962008968059}","{0.21000000000000002, 0.020258666321727015}","{0.22, 0.0221655663702377}","{0.23, 0.02410583926994403}","{0.24000000000000002, 0.026075510116164602}","{0.25, 0.028071048426292045}","{0.26, 0.030089313300950993}","{0.27, 0.03212750503804618}","{0.28, 0.034183122694521284}","{0.29000000000000004, 0.03625392702108621}","{0.3, 0.03833790818209659}","{0.31, 0.04043325769366146}","{0.32, 0.04253834405287338}","{0.33, 0.04465169157984561}","{0.34, 0.04677196204585643}","{0.35000000000000003, 0.04889793871146042}","{0.36000000000000004, 0.051028512445901564}","{0.37, 0.0531626696424492}","{0.38, 0.05529948168297494}","{0.39, 0.05743809573920944}","{0.4, 0.05957772672793149}","{0.41000000000000003, 0.06171765026315568}","{0.42000000000000004, 0.06385719647065324}","{0.43, 0.0659957445492586}","{0.44, 0.06813271797981812}","{0.45, 0.0702675802965842}","{0.46, 0.0723998313478793}","{0.47000000000000003, 0.07452900398302986}","{0.48000000000000004, 0.07665466111128405}","{0.49, 0.07877639308588258}","{0.5, 0.0808938153728106}","{0.51, 0.08300656646919813}","{0.52, 0.0851143060410009}","{0.53, 0.08721671325358116}","{0.54, 0.08931348527227367}","{0.55, 0.09140433591293451}","{0.56, 0.0934889944250612}","{0.5700000000000001, 0.09556720439224531}","{0.5800000000000001, 0.09763872273662522}","{0.59, 0.09970331881567684}","{0.6, 0.1017607736010776}","{0.61, 0.10381087893065555}","{0.62, 0.10585343682549986}","{0.63, 0.10788825886533115}","{0.64, 0.10991516561556292}","{0.65, 0.11193398610164873}","{0.66, 0.11394455732461883}","{0.67, 0.11594672381449234}","{0.68, 0.11794033721748776}","{0.6900000000000001, 0.11992525591372305}","{0.7000000000000001, 0.12190134466248848}","{0.7100000000000001, 0.12386847427247305}","{0.72, 0.12582652129460237}","{0.73, 0.1277753677354443}","{0.74, 0.12971490078933035}","{0.75, 0.13164501258755412}","{0.76, 0.13356559996319362}","{0.77, 0.1354765642302368}","{0.78, 0.137377810975865}","{0.79, 0.13926924986482592}","{0.8, 0.1411507944549849}","{0.81, 0.1430223620231832}","{0.8200000000000001, 0.14488387340068298}","{0.8300000000000001, 0.14673525281749145}","{0.8400000000000001, 0.14857642775495927}","{0.85, 0.15040732880610286}","{0.86, 0.15222788954314248}","{0.87, 0.1540380463918044}","{0.88, 0.15583773851196603}","{0.89, 0.15762690768427112}","{0.9, 0.1594054982023726}","{0.91, 0.16117345677047723}","{0.92, 0.16293073240590794}","{0.93, 0.16467727634641705}","{0.9400000000000001, 0.16641304196199969}","{0.9500000000000001, 0.16813798467097318}","{0.9600000000000001, 0.1698520618601258}","{0.97, 0.1715552328087242}","{0.98, 0.17324745861618895}","{0.99, 0.17492870213328893}","{1., 0.17659892789666232}","{1., 0.17659892789666232}","{1.1, 0.19268849653735498}","{1.2, 0.2076477495862391}","{1.3, 0.22146166845725557}","{1.4, 0.23412392026584006}","{1.5, 0.2456353178934505}","{1.6, 0.25600298883455275}","{1.7000000000000002, 0.2652399119154434}","{1.8, 0.2733646005498658}","{1.9, 0.2804008002007068}","{2., 0.2863771318000533}","{2.1, 0.29132665671347846}","{2.2, 0.29528636667170494}","{2.3, 0.29829661774618116}","{2.4000000000000004, 0.30040053423012203}","{2.5, 0.3016434090090708}","{2.6, 0.30207212395357547}","{2.7, 0.30173460882802094}","{2.8, 0.3006793514935336}","{2.9000000000000004, 0.2989549666741272}","{3., 0.29660982578186895}","{3.1, 0.293691746509529}","{3.2, 0.2902477381509879}","{3.3000000000000003, 0.2863237968271551}","{3.4000000000000004, 0.2819647438363693}","{3.5, 0.27721410004510905}","{3.6, 0.27211398942134424}","{3.7, 0.2667050653408057}","{3.8000000000000003, 0.26102645404298513}","{3.9000000000000004, 0.25511571048187703}","{4., 0.24900878273339155}","{4.1, 0.2427399820334974}","{4.2, 0.2363419563902872}","{4.300000000000001, 0.22984566651205268}","{4.4, 0.22328036350259445}","{4.5, 0.21667356838029256}","{4.6, 0.21005105396884854}","{4.7, 0.20343683007838975}","{4.800000000000001, 0.19685313314260441}","{4.9, 0.19032042160141854}","{5., 0.18385737832425547}"
"{0.01, 2.6867397195928788*^-14}","{0.02, 7.424805992251038*^-9}","{0.03, 5.502121996903142*^-7}","{0.04, 4.98436165041749*^-6}","{0.05, 0.000019204846252174335}","{0.060000000000000005, 0.00004808206222173261}","{0.06999999999999999, 0.00009401759786464847}","{0.08, 0.00015748210121613315}","{0.09, 0.0002378645425421544}","{0.09999999999999999, 0.0003340539153480204}","{0.11, 0.00044475549108546897}","{0.12, 0.0005686476835112808}","{0.13, 0.0007044570515757353}","{0.14, 0.0008509930709538205}","{0.15000000000000002, 0.0010071627450168874}","{0.16, 0.0011719745663042458}","{0.17, 0.001344536565046739}","{0.18000000000000002, 0.0015240510320931877}","{0.19, 0.0017098074678351116}","{0.2, 0.0019011747432930992}","{0.21000000000000002, 0.0020975931087683364}","{0.22, 0.00229856644934634}","{0.23, 0.00250365502284966}","{0.24000000000000002, 0.0027124688032105215}","{0.25, 0.0029246614766844647}","{0.26, 0.0031399250899351028}","{0.27, 0.003357985319508927}","{0.28, 0.0035785973162046902}","{0.29000000000000004, 0.0038015420702463}","{0.3, 0.004026623241514482}","{0.31, 0.004253664400622359}","{0.32, 0.004482506630225314}","{0.33, 0.004713006440397738}","{0.34, 0.004945033956835432}","{0.35000000000000003, 0.00517847134534144}","{0.36000000000000004, 0.005413211440664312}","{0.37, 0.005649156551854495}","{0.38, 0.005886217420045137}","{0.39, 0.006124312307881796}","{0.4, 0.006363366202697285}","{0.41000000000000003, 0.0066033101180069664}","{0.42000000000000004, 0.006844080480137071}","{0.43, 0.007085618588639209}","{0.44, 0.007327870140660275}","{0.45, 0.007570784810968734}","{0.46, 0.007814315880372735}","{0.47000000000000003, 0.00805841990630407}","{0.48000000000000004, 0.008303056430271183}","{0.49, 0.008548187717500433}","{0.5, 0.008793778524937568}","{0.51, 0.009039795893256986}","{0.52, 0.009286208962019926}","{0.53, 0.00953298880264375}","{0.54, 0.009780108268846677}","{0.55, 0.010027541861864497}","{0.56, 0.010275265608826634}","{0.5700000000000001, 0.010523256952792326}","{0.5800000000000001, 0.010771494653081137}","{0.59, 0.01101995869481931}","{0.6, 0.011268630206594743}","{0.61, 0.011517491385399259}","{0.62, 0.011766525428046348}","{0.63, 0.01201571646834787}","{0.64, 0.012265049519490367}","{0.65, 0.012514510421026692}","{0.66, 0.012764085790028856}","{0.67, 0.013013762975975895}","{0.68, 0.013263530019020253}","{0.6900000000000001, 0.013513375611256206}","{0.7000000000000001, 0.013763289060757078}","{0.7100000000000001, 0.01401326025806926}","{0.72, 0.014263279644983085}","{0.73, 0.014513338185326519}","{0.74, 0.014763427337612045}","{0.75, 0.015013539029410494}","{0.76, 0.015263665633249213}","{0.77, 0.015513799943952522}","{0.78, 0.0157639351572737}","{0.79, 0.016014064849743992}","{0.8, 0.01626418295961496}","{0.81, 0.01651428376884756}","{0.8200000000000001, 0.01676436188603969}","{0.8300000000000001, 0.017014412230236364}","{0.8400000000000001, 0.017264430015568433}","{0.85, 0.017514410736653496}","{0.86, 0.017764350154725217}","{0.87, 0.018014244284434877}","{0.88, 0.018264089381264892}","{0.89, 0.018513881929553166}","{0.9, 0.018763618631097323}","{0.91, 0.019013296394226553}","{0.92, 0.01926291232346622}","{0.93, 0.019512463709579264}","{0.9400000000000001, 0.01976194802012221}","{0.9500000000000001, 0.020011362890420825}","{0.9600000000000001, 0.020260706114911264}","{0.97, 0.02050997563892465}","{0.98, 0.020759169550797152}","{0.99, 0.021008286074356897}","{1., 0.02125732356173593}","{1., 0.02125732356173593}","{1.1, 0.023743067789848582}","{1.2, 0.026219819636474795}","{1.3, 0.028687216003538074}","{1.4, 0.031145234781576936}","{1.5, 0.03359399965777643}","{1.6, 0.036033670364063464}","{1.7000000000000002, 0.03846438634722782}","{1.8, 0.0408862424569536}","{1.9, 0.04329928273571193}","{2., 0.045703503604423434}","{2.1, 0.04809886120111895}","{2.2, 0.05048527988618645}","{2.3, 0.05286266034061482}","{2.4000000000000004, 0.05523088653748143}","{2.5, 0.057589831358328514}","{2.6, 0.059939360889753934}","{2.7, 0.06227933756086901}","{2.8, 0.06460962232692036}","{2.9000000000000004, 0.06693007610485024}","{3., 0.06924056064554474}","{3.1, 0.07154093899762715}","{3.2, 0.07383107568666025}","{3.3000000000000003, 0.07611083670523577}","{3.4000000000000004, 0.07838008938505658}","{3.5, 0.08063870220221514}","{3.6, 0.0828865445515713}","{3.7, 0.08512348651406354}","{3.8000000000000003, 0.08734939863224678}","{3.9000000000000004, 0.08956415170301657}","{4., 0.09176761659209443}","{4.1, 0.09395966407198253}","{4.2, 0.0961401646831237}","{4.300000000000001, 0.09830898861693327}","{4.4, 0.10046600561875685}","{4.5, 0.1026110849084998}","{4.6, 0.10474409511669747}","{4.7, 0.10686490423389561}","{4.800000000000001, 0.10897337957140818}","{4.9, 0.11106938773169017}","{5., 0.11315279458691296}"
