1,1.4029197787081744
2,1.4029190114446484
3,1.4029189902787669
4,1.4029182230158452
5,0.3355682882715708
6,0.3355668809154171
7,0.3355668441459087
8,0.33556543679621936
9,0.10591316122563944
10,0.10591017159207657
11,0.10591014796699721
12,0.10590715812215552
13,0.05890916865887449
14,0.05890797429774016
15,0.058907952520903424
16,0.0589067583513206
17,0.031704826132165805
18,0.03170185545431517
19,0.03170185430660896
20,0.03169888273553669
21,0.012367074357101765
22,0.01236429296933907
23,0.01236427366036339
24,0.012361493455769009
25,0.008324077687871738
26,0.008323007438938658
27,0.008322999748073009
28,0.00832192748547716
29,0.0027805118933874043
30,0.00277688808259073
31,0.002776882675202878
32,0.0027732487735481638
33,0.0018912286272795794
34,0.001889729177321824
35,0.0018897260177090792
36,0.00188823658899505
37,0.0015270404310735077
38,0.0015266232521975503
39,0.0015266198040553567
40,0.0015262030141229915
41,0.000528227747232662
42,0.0005261707292454861
43,0.0005261694695859694
44,0.0005240918645386775
45,0.00033415693174188753
46,0.0003332271728085656
47,0.0003332258525960875
48,0.0003323179839094099
49,0.0001631706384718323
50,0.00016302492120084656
51,0.00016302386884941994
52,0.00016287931710756113
53,0.00008909649142797393
54,0.00008851347656176735
55,0.00008851313508547763
56,0.00008791620000376481
57,0.000050160172816998594
58,0.0000498091094485106
59,0.0000498087731246838
60,0.00004947118206857156
61,0.00002352099906891537
62,0.000023427245491908497
63,0.000023427003914004887
64,0.000023333009477372383
65,0.000013815823549666063
66,0.000013755811420215168
67,0.00001375576076902726
68,0.000013693520163913215
69,0.000011128941700749676
70,0.000011120673403989618
71,0.00001112054568672107
72,0.000011111446564116602
73,6.205414639278552e-6
74,6.139273338565155e-6
75,6.139175743654566e-6
76,6.0760393173804314e-6
77,2.3380694780269396e-6
78,2.2682274290924723e-6
79,2.2681546881333968e-6
80,2.1871144524375545e-6
81,1.5377625330144843e-6
82,1.4809569026011082e-6
83,1.4809135862938927e-6
84,1.434854508252781e-6
85,6.769196215498364e-7
86,6.696960121361396e-7
87,6.696730689413746e-7
88,6.604028968705213e-7
89,5.957552305439318e-7
90,5.838384352071664e-7
91,5.838301231214874e-7
92,5.740851032847211e-7
93,2.4307792782043815e-7
94,2.3045854678030799e-7
95,2.3045234281546782e-7
96,2.1276860961493187e-7
97,1.5706945052309066e-7
98,1.40673193976159e-7
99,1.4067204042484964e-7
100,1.2891860953747118e-7
101,7.122035268041972e-8
102,6.872709067887042e-8
103,6.872452959183259e-8
104,6.628703173463673e-8
105,5.3316904487727027e-8
106,5.210184674522282e-8
107,5.2099643174780417e-8
108,5.11200139834791e-8
109,2.6663603056003217e-8
110,2.5759130554750148e-8
111,2.575812890008133e-8
112,2.4791118850220214e-8
113,1.9626691750139537e-8
114,1.9294885112578998e-8
115,1.9294168035860147e-8
116,1.8672480178022116e-8
117,1.2062835413279464e-8
118,1.0551619094446516e-8
119,1.0551049678488348e-8
120,9.321420907706833e-9
121,4.3605717466981854e-9
122,4.066374623968186e-9
123,4.0660335287609e-9
124,3.749836736018542e-9
125,3.1447022682084336e-9
126,2.905433915883758e-9
127,2.90535177548123e-9
128,2.7183949352672363e-9
129,1.5524490086140654e-9
130,1.5023228184577707e-9
131,1.5022242511368017e-9
132,1.4662786507460942e-9
133,7.694514617585188e-10
134,7.391771207496813e-10
135,7.39160196913744e-10
136,7.19906679587054e-10
137,6.105781126944419e-10
138,5.765972665743182e-10
139,5.765405429101966e-10
140,5.274222396774506e-10
141,2.704869591559163e-10
142,2.450166994372757e-10
143,2.4500479595293056e-10
144,2.13999483871939e-10
145,1.9833049107292236e-10
146,1.727989642150294e-10
147,1.7279587043701032e-10
148,1.5383271553300383e-10
149,1.0721329741999665e-10
150,9.261282176066928e-11
151,9.261004458085252e-11
152,8.22639570312248e-11
153,5.613593761860885e-11
154,5.5008757196309436e-11
155,5.500590382872801e-11
156,5.416864821040169e-11
157,3.485965248908048e-11
158,3.358301093598301e-11
159,3.357880577120621e-11
160,3.2085275838256867e-11
161,1.467977543365039e-11
162,1.4596654133421464e-11
163,1.4594885625314038e-11
164,1.4541716243769433e-11
165,1.1337922809984121e-11
166,1.0808136657708888e-11
167,1.0806752039933989e-11
168,1.0172455953126203e-11
169,8.754490280644348e-12
170,7.949296827002581e-12
171,7.948826947580416e-12
172,6.664269447455951e-12
173,5.877961446695745e-12
174,4.27846031241936e-12
175,4.278380140679776e-12
176,3.090738376038019e-12
177,2.224903375701338e-12
178,1.7081883013913853e-12
179,1.707986919110041e-12
180,1.3894992368460897e-12
181,1.0759975471376886e-12
182,9.363688936871641e-13
183,9.362669973785127e-13
184,8.468448426611421e-13
185,4.557367709790758e-13
186,4.362898696898188e-13
187,4.362087599862295e-13
188,4.150716678607881e-13
189,3.7050790924424665e-13
190,3.4425588008259025e-13
191,3.4423349711020176e-13
192,3.074321573929587e-13
193,2.417530089728661e-13
194,1.9465342049153042e-13
195,1.9463717017369479e-13
196,1.7811735643923553e-13
197,1.6010451939197963e-13
198,1.4900724311378087e-13
199,1.4898595448096525e-13
200,1.069190755703616e-13
